coin_name,spider_web,virtual_drop_A,virtual_drop_B,time_A,time_B,condition,func
AMP,binance,2.166,1.312,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BLZ,binance,1.527,2.182,11-26 01:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
CELO,binance,1.260,1.976,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CFX,binance,1.433,1.195,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEIRO,binance,1.269,1.128,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEOPLE,binance,1.214,2.354,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
POLYX,binance,1.500,1.874,11-26 12:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
SUN,binance,1.224,1.242,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUSHI,binance,1.639,1.437,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TLM,binance,1.341,2.528,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
YGG,binance,1.749,1.397,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BNX,binance,1.315,1.817,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENS,binance,1.525,1.486,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IO,binance,1.389,1.161,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LOKA,binance,1.326,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPER,binance,1.135,2.826,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALICE,binance,1.455,3.286,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPACA,binance,1.187,1.151,11-26 00:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
APE,binance,1.202,1.360,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CHR,binance,1.804,3.586,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
CHZ,binance,1.165,2.494,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DAR,binance,1.191,2.511,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DENT,binance,1.321,2.543,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DOGS,binance,2.311,1.517,11-26 00:00,11-26 05:00,change <=-0.7,apply_condition_1_to_func_1_base
DYDX,binance,1.604,1.193,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FET,binance,1.160,2.349,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HMSTR,binance,1.166,2.479,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LDO,binance,1.800,1.666,11-26 05:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
LEVER,binance,1.514,3.307,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
LPT,binance,1.562,1.267,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LRC,binance,1.619,3.496,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAGIC,binance,1.780,1.296,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PHB,binance,1.410,1.412,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PYTH,binance,1.630,1.499,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RARE,binance,1.620,2.394,11-26 01:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
SCR,binance,1.387,1.307,11-26 00:00,11-26 02:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TROY,binance,1.343,3.114,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
W,binance,1.284,1.267,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WIF,binance,1.438,1.315,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WLD,binance,1.196,2.276,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1MBABYDOGE,binance,1.624,3.626,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AMP,binance,2.166,1.312,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BLZ,binance,1.527,2.182,11-26 01:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
CELO,binance,1.260,1.976,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CFX,binance,1.433,1.195,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ID,binance,1.126,1.322,11-26 01:00,11-26 21:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LOKA,binance,1.326,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEIRO,binance,1.269,1.128,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEOPLE,binance,1.214,2.354,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
POLYX,binance,1.500,1.874,11-26 12:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
SUN,binance,1.224,1.242,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUSHI,binance,1.639,1.437,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TLM,binance,1.341,2.528,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
YGG,binance,1.749,1.397,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1MBABYDOGE,inversting,1.525,3.642,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATH,inversting,2.195,1.245,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BANa,inversting,1.838,3.531,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BOBA,inversting,2.429,2.913,11-26 04:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
BONK,inversting,1.298,1.411,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CATI,inversting,1.673,2.073,11-26 05:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
CATs,inversting,1.669,3.019,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CELO,inversting,1.310,3.305,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DASH,inversting,2.553,1.840,11-26 06:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
DUSK,inversting,1.148,1.237,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FET,inversting,1.105,2.305,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FRED,inversting,4.067,1.154,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GME,inversting,1.136,1.793,11-26 13:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IO,inversting,1.211,1.202,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IOTX,inversting,2.284,3.477,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
LEVER,inversting,1.600,3.616,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
LOKA,inversting,1.449,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LRC,inversting,1.547,3.500,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAVIA,inversting,1.579,2.267,11-26 05:00,11-26 11:00,change <=-0.7,apply_condition_1_to_func_1_base
MAXf,inversting,1.729,2.145,11-26 16:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOODENGv,inversting,2.859,1.383,11-25 23:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
MUBI,inversting,1.206,1.518,11-26 00:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEO,inversting,1.317,2.495,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
PEOPLE,inversting,1.278,1.440,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POLYX,inversting,1.528,1.563,11-26 12:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
REEF,inversting,1.251,2.067,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RLC,inversting,2.230,1.249,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUSHI,inversting,1.712,1.515,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SWELL,inversting,1.810,2.437,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAIKO,inversting,1.368,2.082,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAO,inversting,2.590,1.448,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEN,inversting,1.555,3.144,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENS,inversting,1.340,1.444,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PIXEL,inversting,1.168,2.499,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPERf,inversting,1.157,2.483,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TOKENf,inversting,1.242,2.679,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
PHB,inversting,1.408,1.198,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1MBABYDOGE,inversting,1.525,3.642,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATH,inversting,2.195,1.245,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CATI,inversting,1.673,2.073,11-26 05:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
CELO,inversting,1.310,3.305,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DASH,inversting,2.553,1.840,11-26 06:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
DUSK,inversting,1.148,1.237,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FET,binance,1.160,2.349,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GME,inversting,1.136,1.793,11-26 13:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IO,inversting,1.211,1.202,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LEVER,inversting,1.600,3.616,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
MAXf,inversting,1.729,2.145,11-26 16:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEO,inversting,1.317,2.495,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
PIXEL,inversting,1.168,2.499,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RLC,inversting,2.230,1.249,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUSHI,inversting,1.712,1.515,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAO,inversting,2.590,1.448,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEN,inversting,1.555,3.144,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAXf,inversting,1.729,2.145,11-26 16:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RLC,inversting,2.230,1.249,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GME,inversting,1.136,1.793,11-26 13:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,inversting,6.410,3.938,11-26 18:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
MUBI,inversting,1.206,1.518,11-26 00:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,binance,7.297,4.680,11-26 18:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
QUICKs,inversting,1.148,1.476,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MUBI,inversting,1.206,1.518,11-26 00:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEN,inversting,1.555,3.144,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
THL,inversting,3.002,1.136,11-26 00:00,11-26 10:00,change <=-0.7,apply_condition_1_to_func_1_base
PROM,binance,1.982,1.610,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUN,binance,1.224,1.242,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PROM,binance,1.982,1.610,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PROM,binance,1.982,1.610,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
QUBIC,inversting,1.370,3.333,11-26 16:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BILLY,inversting,1.180,1.326,11-26 04:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BILLY,inversting,1.180,1.326,11-26 04:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SANTOS,binance,1.493,2.206,11-26 15:00,11-26 21:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PSG,inversting,2.410,3.385,11-26 17:00,11-26 21:00,change <=-0.7,apply_condition_1_to_func_1_base
SANTOS,binance,1.493,2.206,11-26 15:00,11-26 21:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PSG,inversting,2.410,3.385,11-26 17:00,11-26 21:00,change <=-0.7,apply_condition_1_to_func_1_base
SANTOS,binance,1.493,2.206,11-26 15:00,11-26 21:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PSG,inversting,2.410,3.385,11-26 17:00,11-26 21:00,change <=-0.7,apply_condition_1_to_func_1_base
SANTOS,inversting,1.291,2.405,11-26 15:00,11-26 21:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LDO,inversting,1.684,1.603,11-26 05:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
LDO,inversting,1.684,1.603,11-26 05:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
LDO,binance,1.800,1.666,11-26 05:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
EOS,inversting,1.851,1.153,11-26 01:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIFI,inversting,2.138,1.229,11-26 15:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PLU,inversting,1.339,1.843,11-26 04:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LDO,binance,1.800,1.666,11-26 05:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
EOS,binance,1.791,2.576,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIFI,inversting,2.138,1.229,11-26 15:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MERL,inversting,1.587,1.653,11-26 10:00,11-26 18:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOODENG,inversting,1.551,1.445,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PNUT,inversting,1.188,1.256,11-26 00:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUN,inversting,1.182,1.931,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EOS,binance,1.791,2.576,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIFI,inversting,2.138,1.229,11-26 15:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATOM,binance,1.512,1.247,11-26 01:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KEY,binance,1.669,2.302,11-26 01:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PNUT,binance,1.159,1.253,11-26 00:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EOS,binance,1.791,2.576,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOODENG,inversting,1.551,1.445,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PLU,inversting,1.339,1.843,11-26 04:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUN,inversting,1.182,1.931,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AGI,inversting,1.137,1.811,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CHR,inversting,1.882,3.668,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
ATOM,binance,1.512,1.247,11-26 01:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOODENG,inversting,1.551,1.445,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PLU,inversting,1.339,1.843,11-26 04:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PNUT,binance,1.159,1.963,11-26 00:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUN,inversting,1.182,1.931,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ACA,binance,1.285,1.127,11-26 00:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GROK,inversting,1.310,1.288,11-26 03:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATOM,binance,1.512,1.247,11-26 01:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PNUT,binance,1.159,1.963,11-26 00:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GROK,inversting,1.310,1.288,11-26 03:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GROK,inversting,1.310,1.288,11-26 03:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MERL,inversting,1.587,1.653,11-26 10:00,11-26 18:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MERL,inversting,1.587,1.653,11-26 10:00,11-26 18:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOODENGv,inversting,1.687,1.383,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DIA,inversting,1.220,1.316,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SLERF,inversting,2.867,1.481,11-26 06:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SLERF,inversting,2.867,1.481,11-26 06:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CRV,binance,2.231,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
